brand,name,price,review,message
KONG,"KONG  Kitchen Picnic In The Park Grain-Free Peanut Butter Crunchy Biscuit Dog Treats, 8-oz box",$6.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Greenies,"Greenies  Pill Pockets Canine Hickory Smoke Flavor Dog Treats, Capsule Size, 30 count",$7.98,1263,More Choices Available
Tailored,"Tailored  Real Chicken Recipe Grain-Free Dog Treats, 16-oz bag",$13.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bundle:,Bundle: Stella & Chewy's Carnivore Crunch Grass-Fed Beef Recipe + Cage-Free Chicken Recipe Free...,$22.21,-1,FREE 1-3 day shipping over $49
Himalayan Pet Supply,"Himalayan Pet Supply  Grain-Free Chicken Pot Pie Cookies Crunchy Dog Treats, 14-oz bag",$14.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Canine Carry Outs,"Canine Carry Outs  Snausages in a Blanket Beef & Cheese Flavor Dog Treats, 4.5-oz bag, case of 1...",$12.00,-1,More Choices Available
JW Pet,"JW Pet  Twist-In Treats Bacon Flavor Refill Dog Treat, 2 count",$7.95,2,FREE 1-3 day shipping over $49
Earth Animal,"Earth Animal  No-Hide The Feast Stix Natural Rawhide Alternative Cat & Dog Chews, 10 count",$10.50,-1,FREE 1-3 day shipping over $49
BIXBI,"BIXBI  Liberty Trainers Salmon Flavor Grain-Free Dog Treats, 6-oz bag",$6.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Full Moon,"Full Moon  Organic Chicken Jerky Human-Grade Dog Treats, 16-oz bag",$14.49,175,More Choices Available
Pedigree,"Pedigree  Dentastix Original Small/Medium Dental Dog Treats, 45 count",$14.26,343,More Choices Available
Old Mother Hubbard,Old Mother Hubbard  by Wellness Classic Original Mix Natural Small Oven-Baked Biscuits Dog Treat...,$12.49,490,More Choices Available
Snook's,"Snook's  Sweet Potato Steak Fries Dog Treats, 10-oz bag",$11.95,13,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
KONG,"KONG  Bites Grain-Free Peanut Butter Dog Treats, 5-oz bag",$8.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bocce's Bakery,"Bocce's Bakery  Unicorn Shake Beets, Cranberries & Vanilla Dog Treats, 5-oz bag",$5.50,25,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bundle:,Bundle: Nylabone Puppy Teething X Bone Beef Flavored Puppy Chew Toy & Pet Botanics Training Rew...,$22.77,5,FREE 1-3 day shipping over $49
Barkworthies,"Barkworthies  Beef Bully Bites Dog Chews, 10-oz bag",$12.85,13,FREE 1-3 day shipping over $49
PET TAO,"PET TAO  Beef Heart Freeze-Dried Dog Treats, 3-oz bag",$17.32,3,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Barkworthies,Barkworthies  12-inch Collagen Beef Dog Bone,$10.99,1,FREE 1-3 day shipping over $49
Himalayan Pet Supply,"Himalayan Pet Supply  Cubits Chicken Dog Chews, 3.5-oz bag",$7.99,-1,FREE 1-3 day shipping over $49
Team Dog,"Team Dog  Omega 3 Skin & Coat Soft Chews Dog Treats, 120 count",$26.99,2,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Polkadog,"Polkadog  Wonder Nuggets Peanut Butter Flavor Soft & Chewy Dog Treats, 12-oz bag",$10.99,19,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Nulo,"Nulo  Freestyle Grain-Free Salmon Recipe With Strawberries Jerky Dog Treats, 5-oz bag",$12.99,23,More Choices Available
Fish4Dogs,"Fish4Dogs  Dental Sea Jerky Fish Strips Grain-Free Dental Dog Treats, 3.5-oz bag, Count Varies",$5.00,6,More Choices Available
Great Jack's,"Great Jack's  Big Bitz Liver & Cranberry Recipe Grain-Free Dog Treats, 2-oz bag",$3.71,7,More Choices Available
Bubba Rose Biscuit Co.,"Bubba Rose Biscuit Co.  Pizza Crust Dog Treats, 6.5-oz bag",$9.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Good 'n' Fun,"Good 'n' Fun  Beef & Chicken Wings Dog Treats, 4-oz bag",$4.48,5,More Choices Available
Meaty Treats,"Meaty Treats  Beef Flavor Wraps Soft & Chewy Dog Treats, 20-oz canister",$4.99,2,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Dog Treat Naturals,"Dog Treat Naturals  Beef & Pumpkin Superfood Fresh All Stages Natural Chews Sticks Treats, 10-oz...",$13.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
SmartBones,"SmartBones  Mini DoubleTime Chicken Chews Dog Treats, 16 count",$7.13,116,FREE 1-3 day shipping over $49
Nylabone,Nylabone  Healthy Edibles Longer Lasting Chicken Flavor X-Large Breed Dog Bone Treat,$6.77,21,FREE 1-3 day shipping over $49
Bundle:,Bundle: Health Extension Oven Baked Peanut Butter Recipe with Banana + Oven Baked Lamb Recipe w...,$35.65,-1,FREE 1-3 day shipping over $49
HDP,"HDP  Beef Brisket Dog Treats, 1-lb bag",$28.99,2,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
PetKind,"PetKind  Green Pork Tripe Formula Grain-Free Dog Treats, 6-oz bag",$15.35,9,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
K9warehouse,"K9warehouse  Chicken Breast Tenders Jerky Dog Treats, 8-oz bag",$24.99,5,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Blue Dog Bakery,"Blue Dog Bakery  Chicken Sticks Dog Treats, 7.8-oz bag",$6.07,53,More Choices Available
Wysong,"Wysong  Dream Chicken Freeze-Dried Raw Dog, Cat & Ferret Treats, 4.4-oz bag",$9.01,74,More Choices Available
Amazing Dog Treats,"Amazing Dog Treats  6-inch Cow Tail Dog Treats, 12 count",$20.95,11,FREE 1-3 day shipping over $49
Exclusively Dog,"Exclusively Dog  Wafer Cookies Peanut Butter Flavor Dog Treats, 6-oz bag",$6.15,22,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Buck Bone Organics,"Buck Bone Organics  Moose Antler Dog Treats, Medium",$17.99,8,FREE 1-3 day shipping over $49
True Chews,"True Chews  Beef Meatball Recipe Dog Treats, 12-oz bag",$12.98,18,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Greenies,"Greenies  Scary Berry Blueberry Flavor Petite Dental Dog Treats, 6-oz bag",$8.98,15,FREE 1-3 day shipping over $49
Smokehouse,"Smokehouse  USA Beefy Munchies Dog Treats, 1-lb bag",$15.99,78,More Choices Available
HDP,"HDP  Pork Skin Rolls Dog Treats, 24 count",$33.99,2,FREE 1-3 day shipping over $49
The Honest Kitchen,"The Honest Kitchen  Bone Broth Bites Roasted With Chicken Bone Broth, Carrots & Parsley Dog Trea...",$9.79,9,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Shameless Pets,"Shameless Pets  Chick'n Colada Recipe Jerky Dog Treats, 5-oz bag",$5.89,3,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Natural Balance,"Natural Balance  Limited Ingredient Diets Jumpin’ Stix Duck & Potato Formula Dog Treats, 5-oz ba...",$8.99,134,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Castor & Pollux,"Castor & Pollux  Good Buddy Sausage Cuts Real Chicken Recipe Grain-Free Dog Treats, 5-oz bag",$10.98,17,FREE 1-3 day shipping over $49
Bundle:,Bundle: Hartz Chew 'n Clean Chicken Flavored Drumstick Treat & Chew Toy + Oinkies Smoked Pig Sk...,$20.80,-1,FREE 1-3 day shipping over $49
Herbsmith,"Herbsmith  Smiling Dog Turkey Dry-Roasted Dog Treats, 3-oz bag",$7.98,2,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
SmartBones,"SmartBones  Holiday Variety Vegetables & Chicken Dog Treats, 6 count",$9.87,8,FREE 1-3 day shipping over $49
Jiminy's,"Jiminy's  Cricket Peas & Sweet Potato Recipe Chicken-Free Dog Treats, 6-oz bag",$9.94,20,FREE 1-3 day shipping over $49
Sabrini's Royal Treats,"Sabrini's Royal Treats  Wild Salmon & Sweet Potato Dog Treats, 3-oz pouch",$9.99,3,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bark Bistro Company,"Bark Bistro Company  Begging Bacon Buddy Budder Dog Lickable Treats, 17-oz jar",$13.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Halo,"Halo  Turkey Recipe Freeze-Dried Dog Treats, 2.5-oz bag",$12.54,26,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Nature Gnaws,"Nature Gnaws  Beef Trachea Chews 6"" Dog Treats, 6 count",$14.99,14,More Choices Available
Full Moon,"Full Moon  All Natural Human Grade Beef Savory Bites Dog Treats, 14-oz bag",$12.99,12,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Himalayan Pet Supply,"Himalayan Pet Supply  Grain-Free Peanut Butter Cookies Crunchy Dog Treats, 14-oz bag",$14.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Furry Republic,"Furry Republic  Bones Slow Roasted Chicken Recipe Grain-Free Dog Treats, 6-oz bag",$6.99,9,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
American Journey,"American Journey  Salmon Recipe Trail Bites Grain-Free Soft & Chewy Dog Treats, 8-oz bag",$9.99,98,Buy Supplements with Select Treats/Toys and Save 25%
Blue Buffalo,"Blue Buffalo  Dental Bones All Natural Rawhide-Free Mini Dental Dog Treats, 97 count",$32.99,320,More Choices Available
Fantastic Dog Chews,"Fantastic Dog Chews  6"" Bully Sticks Dog Chews, 8-oz bag",$22.72,1,More Choices Available
Emerald Pet,"Emerald Pet  Purely Prime Tender Turkey Sausage Pumpkin & Chia Chicken-Free Dog Treats, 3-oz bag...",$10.47,4,FREE 1-3 day shipping over $49
ACANA,"ACANA  High-Protein Biscuits Grain-Free Turkey Liver Recipe Med/Large Breed Dog Treats, 9-oz bag...",$7.49,9,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Yeti Dog Chew,"Yeti Dog Chew  Small Himalayan Cheese Dog Treats, 3 count",$9.99,41,FREE 1-3 day shipping over $49
Polkadog,"Polkadog  Salmon Says Bone-Shaped Crunchy Dehydrated Dog & Cat Treats, 8-oz bag",$14.99,2,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
The Lazy Dog Cookie Co.,The Lazy Dog Cookie Co.  Muttster Mash Pup-PIE Dog Treat,$7.99,15,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Smokehouse,"Smokehouse  Chix Mix Dog Treats, 16-oz bag",$19.17,34,More Choices Available
Lucky Premium Treats,"Lucky Premium Treats  Tuna Jerky Straws Dog & Cat Treats, 8-oz jar",$30.73,17,More Choices Available
True Acre Foods,"True Acre Foods  Farmhouse Grillers Beef Recipe with Sweet Potatoes, 6-oz bag",$7.83,54,Buy Supplements with Select Treats/Toys and Save 25%
Good 'n' Fun,"Good 'n' Fun Good ‘n’ Fun Chicken Dumbbells Dog Treats, 4-oz bag",$5.99,6,More Choices Available
Get Naked,"Get Naked  Joint Health Grain-Free Large Dental Stick Dog Treats, 6 count",$8.99,299,More Choices Available
Pupford,"Pupford  Split Elk Antler Dog Chew, 1 count",$17.99,2,More Choices Available
Nulo,"Nulo  Freestyle Turkey Recipe Grain-Free Dog Training Treats, 4-oz bag",$6.99,19,More Choices Available
Bundle:,Bundle: Variety Pack - Earth Animal No-Hide Cage-Free Chicken Medium Natural Rawhide Alternativ...,$63.00,-1,FREE 1-3 day shipping on this item
Einstein Pets,"Einstein Pets  Wheat-Free Turkey Time Real Turkey, Banana & Chia Natural Oven Baked Dog Treats, ...",$9.98,2,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
JAC Pet Nutrition,"JAC Pet Nutrition  Superfood Free Run Chicken Dehydrated Dog Treats, 8-oz bag",$12.99,12,More Choices Available
Himalayan Pet Supply,"Himalayan Pet Supply  yakyYUM Himalayan Cheese Dog Treats, 3 count",$6.06,194,FREE 1-3 day shipping over $49
Redbarn,"Redbarn  Duo Peanut Butter & Jelly Flavor Filled Dog Bone, Large",$6.47,15,More Choices Available
Hillside Farms,"Hillside Farms  Chicken Jerky Dog Treats, 32-oz bag",$27.99,12,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bocce's Bakery,"Bocce's Bakery  Quack Quack Quack Duck & Blueberry Recipe Soft & Chewy Dog Treats, 6-oz bag",$6.50,22,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Stella & Chewy's,"Stella & Chewy's  Chicken Hearts Freeze-Dried Raw Dog Treats, 3-oz bag",$11.99,65,More Choices Available
Wholesomes,"Wholesomes  Puppy Originals Biscuit Dog Treats, 2-lb bag",$4.55,91,More Choices Available
HDP,"HDP  Beef Munchies Dog Treats, 1-lb bag",$25.99,-1,FREE 1-3 day shipping over $49
Bundle:,Bundle: Nulo Freestyle Salmon Recipe + Freestyle Duck Recipe Dog Training Treats,$11.86,-1,FREE 1-3 day shipping over $49
Cafe Nara,"Cafe Nara Café Nara Peanut Butter Flavored Lickable Dog Treats, 2-oz bag, 4 count",$3.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Emerald Pet,"Emerald Pet  Grain-Free Little Duckies with Duck & Blueberry Dog Treats, 5-oz bag",$8.49,12,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Cloud Star,"Cloud Star  Wag More Bark Less Chicken Meatballs Recipe Grain-Free Dog Treats, 14-oz bag",$12.99,7,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Fieldcrest Farms,"Fieldcrest Farms  Nothin' To Hide Bagels Rawhide Alternative Beef Flavor Natural Chew Dog Treat,...",$4.29,23,More Choices Available
N-Bone,"N-Bone  Twistix Peanut & Carob Flavored Peanut Butter Flavored Large Dental Dog Treats, 5.5-oz b...",$7.07,74,FREE 1-3 day shipping over $49
Starmark,"Starmark  Flavor Wave 4.5"" Dog Treats",$6.99,35,FREE 1-3 day shipping over $49
Shameless Pets,"Shameless Pets  Soft Baked Break An Egg Flavor Grain-Free Dog Treats, 6-oz bag",$5.99,3,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Honey I'm Home,"Honey I'm Home  Tripe Sticks Honey Coated Buffalo Treats Natural Dog Chews, 5.29-oz bag",$12.49,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Whole Life,"Whole Life  Living Treats Pumpkin Flavor Freeze-Dried Dog Treats, 3-oz bag",$4.89,84,More Choices Available
Every Day Naturals,"Every Day Naturals  NoBrush Toothpaste Medium Dog Treats, 14-oz bag",$9.99,44,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Ziwi,"Ziwi  Good Dog Rewards Air-Dried Venison Dog Treats, 3-oz bag",$20.78,67,More Choices Available
Bundle:,Bundle: Nulo Freestyle Duck Recipe + Freestyle Turkey Recipe Dog Training Treats,$13.28,-1,FREE 1-3 day shipping over $49
Fantastic Dog Chews,"Fantastic Dog Chews  95% Duck Bites Dog Treats, 6-oz bag",$7.45,2,FREE 1-3 day shipping over $49
Greater Wild,"Greater Wild  Beef Recipe Jerky Sticks Dog Treats, 17.6-oz, pack of 2",$18.03,8,More Choices Available
Bones & Chews,"Bones & Chews  9-10” Beef Tripe Twist Dog Treats, 1 count",$4.03,62,More Choices Available
Earth Animal,"Earth Animal  No-Hide Cage-Free Chicken Medium Natural Rawhide Alternative Dog Chews, 2 count",$21.00,20,FREE 1-3 day shipping over $49
Jack & Pup,"Jack & Pup  Himalayan Yak Cheese Dog Treat, 5-oz bag",$12.99,-1,FREE 1-3 day shipping over $49
Inaba,"Inaba  Churu Bites Wraps Chicken with Salmon Recipe Grain-Free Soft & Chewy Dog Treats, 0.42-oz,...",$9.84,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
WHIMZEES,"WHIMZEES  by Wellness Puppy Dental Chews Natural Grain-Free Dental Dog Treats, Medium / Large, 1...",$9.87,47,FREE 1-3 day shipping over $49
Boucherie,"Boucherie  Sausage Charcuterie & Chicken Parsley Flavor Dehydrated Dog Treats, 4-oz bag",$11.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Cloud Star,Cloud Star  Wag More Bark Less Grain-Free Itty Bitty Oven Baked with Chicken & Sweet Potatoes Do...,$6.49,11,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Halo,"Halo  Garden of Vegan Variety Pack Dog Treats, 3 count",$13.67,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
KONG,"KONG  Stuff'N Real Peanut Butter Treat, 5-oz tube",$5.00,190,More Choices Available
PetCakes,"PetCakes  Cheese Flavor Microwaveable Birthday Cake Mix Kit With Bone Shaped Pan Dog Treats, 5.5...",$8.99,27,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Country Kitchen,"Country Kitchen  Beef Flavored Soft Chew Dog Treats, 16-oz bag",$9.99,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Colorado Naturals,"Colorado Naturals  Salmon Jerky Dog Treats, 4-oz bag",$5.76,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Amazing Dog Treats,"Amazing Dog Treats  6-inch Beef Cheek Roll Dog Treats, 4 count",$17.95,14,FREE 1-3 day shipping over $49
Grillerz,"Grillerz  Little Grillerz Pork Knuckle Dog Treats, 3 count",$5.33,4,FREE 1-3 day shipping over $49
True Chews,"True Chews  Premium Morsels with Real Chicken Grain-Free Dog Treats, 11-oz bag",$12.98,81,More Choices Available
TropiClean,"TropiClean  Fresh Breath Vanilla Mint Flavor Dental Chews for Regular Dogs, over 25 lbs, 8 count...",$9.99,4,FREE 1-3 day shipping over $49
Nature's Advantage,"Nature's Advantage  Lovin' Beef Liver Premium Freeze-Dried Dog Treats, 21-oz bag",$31.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Darford,"Darford  Zero/G Minis Grain-Free Roasted Duck Dog Treats, 6-oz bag",$5.99,12,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
EcoKind,"EcoKind  Giant Gold Yak Chews Small & Medium Dog Treats, 2 count",$17.95,-1,More Choices Available
Himalayan Pet Supply,"Himalayan Pet Supply  Himalayan Dog Chew Original Yak Cheese Dog Chews, 4 count",$29.95,1,More Choices Available
Buddy Jack's,"Buddy Jack's  Turkey with Goji Berry Recipe Grain-Free Dog Treats, 2-oz bag",$3.79,-1,More Choices Available
Beefeaters,"Beefeaters  Duck Jerky Strips Dog Treats, 38-oz bag",$28.69,16,FREE 1-3 day shipping over $49
Barkworthies,Barkworthies  Pretzels Bully Sticks Dog Treat,$9.69,57,More Choices Available
Fantastic Dog Chews,"Fantastic Dog Chews  95% Chicken Bites Dog Treats, 6-oz bag",$7.28,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bocce's Bakery,"Bocce's Bakery  Mud Pie Oh My Soft & Chewy Dog Treats, 6-oz bag",$6.50,10,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Merrick,"Merrick  Fresh Kisses Double-Brush Mint Breath Strip Infused Extra Small Dental Dog Treats, 78 c...",$32.98,106,More Choices Available
Solid Gold,"Solid Gold  Mighty Mini Chicken & Sweet Potatoes Dog Treats, 4-oz bag",$4.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Buddy Biscuits,"Buddy Biscuits  Grain-Free Oven Baked Teeny Treats with Peanut Butter Dog Treats, 7-oz box",$6.53,61,FREE 1-3 day shipping over $49
Redbarn,"Redbarn  Glazed Beef Cheek Roll Dog Chew, Large",$11.29,51,More Choices Available
SmartBones,"SmartBones  SmartSticks Bacon & Cheese Chews Dog Treats, 10 count",$11.87,41,FREE 1-3 day shipping over $49
Cat-Man-Doo,"Cat-Man-Doo  Bow Wow Bonito Cat & Dog Treats, 4-oz bag",$22.99,76,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Healthy Dogma,"Healthy Dogma  Hawaiian Chicken & Pineapple Bones Dog Treats, 6-oz bag",$5.95,1,FREE 1-3 day shipping over $49
Greenies,"Greenies  Pill Pockets Cheese Flavor Dog Treats, Tablet Size, 30 count",$8.98,185,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Better Belly,"Better Belly  Originals Real Beef Sirloin Flavor Rawhide Roll Dog Treats, Small, 20 count",$14.02,29,More Choices Available
Caru,"Caru  Soft 'n Tasty Baked Bites Wild Boar Recipe Grain-Free Dog Treats, 3.75-oz bag",$9.71,8,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Wet Noses,"Wet Noses  Sweet Potato Little Stars Dog Treats, 9-oz box",$8.99,48,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Minties,"Minties  Twists Small Vanilla Mint Dental Dog Treats, 12-oz bag, Count Varies",$9.47,5,More Choices Available
Spot Farms,"Spot Farms  Chicken Strips with Glucosamine & Chondroitin Dog Treats, 12.5-oz bag",$17.99,193,More Choices Available
Soos Wellness,"Soos Wellness  Duck & Pumpkin Jerky Dog Treats, 4-oz bag",$9.16,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bones & Chews,"Bones & Chews  8"" Jerky Wrappped Dog Treats, 15 ct",$20.99,27,Buy Supplements with Select Treats/Toys and Save 25%
Milk-Bone,"Milk-Bone  Wonder Bones Small/Medium Triple Layers Beef Flavor Dog Treats, 7 count",$9.31,25,FREE 1-3 day shipping over $49
Meat Mates,"Meat Mates  Lamb Freeze-Dried Raw Dog Treats, 1.7-oz bag",$8.49,5,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Cloud Star,"Cloud Star  Wag More Bark Less Grain-Free Oven Baked Assorted Flavors Mini Biscuits Dog Treats, ...",$5.95,7,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Jack & Pup,"Jack & Pup  Antler Dog Chew, Regular, 4-in",$7.99,5,More Choices Available
PetCakes,"PetCakes  Carob Flavor Refills Dog Treats, 6-oz box",$8.75,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Vegalicious,"Vegalicious  Healthy Dehydrated All-Natural Sweet Potato Fries Dog Treats, 5.6-oz bag",$11.99,3,FREE 1-3 day shipping over $49
Bundle:,"Bundle: PetSafe Treat Pouch Sport, Black & Bil-Jac Little-Jacs Small Dog Chicken Liver Training...",$31.94,3,FREE 1-3 day shipping over $49
VetriScience,"VetriScience  Perio Plus Dog Dental Chews, 30 count",$23.00,60,Save 50% on First Autoship
Blue Buffalo,"Blue Buffalo  Blue Bits Tender Beef & Tasty Chicken Recipe Training Dog Treats, 19-oz bag, 2 cou...",$41.99,38,More Choices Available
KONG,"KONG  Meatballs Mini Grain-Free Chicken Dog Treats, 4-oz bag",$8.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
DreamBone,"DreamBone  Churro-Style Mini Sticks Cinnamon Flavor Dog Treats, 30 count",$11.49,6,FREE 1-3 day shipping over $49
Beg & Barker,"Beg & Barker  Variety Chicken, Pork & Beef Liver Dog Jerky Treats, 10-oz bag, case of 3",$62.95,1,More Choices Available
Himalayan Pet Supply,"Himalayan Pet Supply  Peanut Butter Dog Treat, Small",$9.10,1,FREE 1-3 day shipping over $49
Natural Balance,Natural Balance  L.I.T. Limited Ingredient Grain-Free Treats Sweet Potato & Bison Formula Dog Tr...,$8.39,448,More Choices Available
Better Belly,"Better Belly  Proteins Real Lamb Braids Dog Treats, 3 count",$14.99,-1,FREE 1-3 day shipping over $49
Solid Gold,"Solid Gold  Mighty Mini Salmon & Sweet Potatoes Dog Treats, 4-oz bag",$4.99,4,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bones & Chews,"Bones & Chews  All-Natural Beef Lung Training Bites Dehydrated Dog Treats, 12-oz bag",$18.99,51,Buy Supplements with Select Treats/Toys and Save 25%
Nature's Logic,"Nature's Logic  Calming Biscuits With Peanut Butter & Bone Broth Dog Treats, 14-oz bag",$12.99,17,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bundle:,"Bundle: Virbac C.E.T. VeggieDent Fr3sh Tartar Control Dog Chews, Extra Small, 30 count & Virbac...",$37.36,8,FREE 1-3 day shipping over $49
The New Zealand Natural Pet Food Co.,"The New Zealand Natural Pet Food Co.  Woof Chicken Recipe Grain-Free Freeze-Dried Dog Treats, 1....",$10.99,3,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Emerald Pet,"Emerald Pet  Little Chewzzies Chicken Recipe Dog Treats, 5-oz bag",$6.99,3,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Pet 'n Shape,"Pet 'n Shape  Long Lasting Chewz Chicken Bones Dog Treats, 4-in, 2 count",$6.99,69,More Choices Available
Awesome Pawsome,"Awesome Pawsome  Baconmania Dog Treats, 3-oz bag",$4.99,4,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
DreamBone,"DreamBone  Medium Beef Chew Bones Dog Treats, 4 count",$9.44,40,More Choices Available
Cloud Star,"Cloud Star  Wag More Bark Less Grain-Free Oven Baked with Pumpkin Dog Treats, 14-oz box",$7.99,158,More Choices Available
Etta Says!,"Etta Says!  Sit! Training Treats Bacon Recipe Dog Treats, 6-oz bag",$5.87,4,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Probios,"Probios  Pro-Pill Pods Peanut Butter Flavored Dog Treats, Small, 30 count",$11.65,20,More Choices Available
Nutri Chomps,"Nutri Chomps  Advanced Twists Peanut Butter Flavor Dog Treats, 4 count",$8.99,2,FREE 1-3 day shipping over $49
BIXBI,"BIXBI  Pocket Trainers Salmon Flavor Grain-Free Dog Treats, 6-oz bag",$9.43,4,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
JustFoodForDogs,"JustFoodForDogs  Chicken Apple Bark Dehydrated Dog Treats, 5-oz bag",$12.95,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Caru,"Caru  Soft 'n Tasty Baked Bars Beef Recipe Grain-Free Dog Treats, 4-oz bag",$8.99,5,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Wet Noses,"Wet Noses  Grain-Free Peanut Butter & Molasses Flavor Dog Treats, 14-oz box",$10.99,14,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Himalayan Pet Supply,"Himalayan Pet Supply  Cheese Churro Dental Dog Treats, 16-oz tub",$19.99,-1,FREE 1-3 day shipping over $49
OlviPet,"OlviPet  Healthy Bites Twists Beet & Chicken Flavors Soft Dog Treats, 6-oz pouch",$7.99,-1,FREE 1-3 day shipping over $49
PureBites,"PureBites  Trail Mix Freeze-Dried Raw Dog Treats, 3.25-oz bag",$10.03,51,More Choices Available
Triumph,"Triumph  Wild Spirit Slow Baked Small Batch With Bacon & Aged Cheddar Biscuits Dog Treats, 20-lb...",$37.82,14,More Choices Available
Busy Buddy,"Busy Buddy  Peanut Butter & Rawhide Variety Pack Refill Rings Dog Treat, 24 count, Small",$9.95,68,More Choices Available
Disney Table Scraps,"Disney Table Scraps  Meatless Meatloaf Recipe Jerky Dog Treats, 5-oz bag",$8.99,1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
N-Bone,"N-Bone   Twistix Yogurt Banana Flavored Small Dental Dog Treats, 5.5-oz bag, Count Varies",$6.49,-1,FREE 1-3 day shipping over $49
KONG,"KONG  Stuff'N Easy Treat Liver Recipe, 8-oz bottle",$8.03,160,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Snif-Snax,"Snif-Snax  Smoked Salmon & Sweet Potato Bites Grain-Free Dog Treats, 4-oz bag",$7.99,50,More Choices Available
The Granville Island Pet Treatery,"The Granville Island Pet Treatery  To Dive For! Dehydrated Salmon & Tuna Dog & Cat Treats, 3.17-...",$11.49,-1,"Buy Select Dog Food, Get 20% Off Select Dog Treats"
Bundle:,Bundle: Health Extension Bully Puffs Bacon & Liver + Bully Puffs Duck & Yogurt Dog Treats,$13.31,1,FREE 1-3 day shipping over $49
